platform,komentar,timestamp,sentimen,cleaned_comment
YouTube,"dionline bnyk bg, udh bnyk nipu org",2023-10-15T15:48:33Z,Netral,dionline bnyk bg udh bnyk nipu org
YouTube,"hp ini bikin lucu lucuan lh, brhasil nipu bnyk org awam",2023-10-15T15:44:54Z,Netral,hp bikin lucu lucu lh brhasil nipu bnyk org awam
YouTube,"David : ""Hp yang tidak ada harga dirinya sama sekali"" 😂😂😂",2023-10-15T12:14:33Z,Netral,david hp tidak harga diri sama sekali
YouTube,Good,2023-10-15T11:55:56Z,Netral,good
YouTube,Rewiuwnya ada comedinya jadi kita nonton bang david sedang rewiuw gak bosan..,2023-10-14T08:49:52Z,Netral,rewiuwnya comedinya jadi nonton bang david sedang rewiuw gak bosan
YouTube,Maaf mau tanya masalah ini termasuj pemboongan atau penipuan gak sih bang David?banyak deh hp2 kayak gini beredar on line,2023-10-14T01:01:21Z,Netral,maaf mau tanya masalah termasuj pemboongan tipu gak sih bang davidbanyak deh hp kayak gin edar on line
YouTube,Saya jadi bingung mau beli hp yg mana untuk anak sekolah.. Ada yg bisa bantu gak guys😢,2023-10-13T13:17:31Z,Netral,jadi bingung mau beli hp yg mana anak sekolah yg bantu gak guys
YouTube,Bang saya mau beli hp realme c55 tapi takut nanti tahun 2024 jaringan 4g di ganti jaringan 5g.,2023-10-12T04:52:22Z,Netral,bang mau beli hp realme c takut tahun jaring g ganti jaring g
YouTube,Sabar banget bang david 😂,2023-10-12T02:30:46Z,Netral,sabar banget bang david
YouTube,"Tolong itel membuat kecewa pelayanan nya ,. Tolong om bantu , co tanggal 6 udah seminggu belum datang serasa PO",2023-10-10T16:14:14Z,Negatif,itel buat kecewa layan nya om bantu co tanggal udah minggu datang serasa po
YouTube,hp oppo a98 5g dong bang,2023-10-10T08:30:20Z,Netral,hp oppo a g dong bang
YouTube,Aku pernah ketipu,2023-10-09T02:39:28Z,Netral,aku pernah tipu
YouTube,Deskripsii 😭😭,2023-10-08T21:49:02Z,Netral,deskripsi
YouTube,Kasih aku aja hp nya buat tetangga ku bg hp nya ilang kasian,2023-10-08T17:33:03Z,Netral,kasih aku aja hp nya buat tetangga ku bg hp nya ilang kasi
YouTube,Kelebihan 14 pm dari saaudaranya lagi bg,2023-10-08T17:15:54Z,Netral,lebih pm saaudaranya bg
YouTube,Ada harga ada rupa..,2023-10-08T12:46:57Z,Netral,harga rupa
YouTube,Bang review samsung a05s bang,2023-10-08T03:38:06Z,Netral,bang review samsung as bang
YouTube,"Bang mohon di jawab,apa nama Tokopedia Abang?",2023-10-08T00:15:20Z,Netral,bang mohon jawabapa nama tokopedia abang
YouTube,Bank klo mau beli ke bank davit gimana caranya,2023-10-07T11:05:48Z,Netral,bank klo mau beli bank davit gimana cara
YouTube,dilempar charger nya 😂,2023-10-07T03:37:47Z,Netral,lempar charger nya
YouTube,"Saya pernah beli lgsg lewat  alie****** emang dr sananya kek gitu textnya. Pas pake memory aja udah corrupt, 512 aja ngga bisa nyimpen apa².",2023-10-07T02:30:16Z,Netral,pernah beli lgsg lewat alie emang dr sana kek gitu textnya pas pake memory aja udah corrupt aja ngga nyimpen apa
YouTube,Gw jdi ktwa2 liat vdeo ni bkin lagi next,2023-10-06T19:17:27Z,Netral,gw jdi ktwa liat vdeo ni bkin next
YouTube,"Kalo benar harga hp redmi 13 pro dengan mahar satujuta 
Ya pesan tpi pake cod bisa tidak",2023-10-06T03:32:48Z,Netral,kalo benar harga hp redmi pro mahar satujuta ya pesan tpi pake cod tidak
YouTube,"hahhaahaaha

mantal",2023-10-04T14:21:44Z,Netral,hahhaahaaha mantal
YouTube,Halo mahatir,2023-10-02T14:42:17Z,Netral,halo mahatir
YouTube,Review redmi note 13 pro plus bang,2023-10-02T14:32:13Z,Netral,review redmi note pro plus bang
YouTube,Bg review hp Tecno pova Neo 2 dong,2023-10-02T09:29:01Z,Netral,bg review hp tecno pova neo dong
YouTube,"Youtuber yang di harapkan masyarakat ,  iya seperti David . Kalau hp bagus ,  maka David ucung kan jempol , kalau Hp tidak bagus , maka david bilang sampah . Penjabaran seperti itu , yang selalu di harapkan masyarakat . ❤",2023-10-02T08:21:45Z,Positif,youtuber harap masyarakat iya david kalau hp bagus david ucung kan jempol kalau hp bagus david bilang sampah jabar itu selalu di harap masyarakat
YouTube,Hp gua lebih kuat jir,2023-10-02T07:27:04Z,Netral,hp gua lebih kuat jir
YouTube,"Bang give way dong , hp murah aja gpp buat ade ku tercinta . 😊",2023-10-01T21:14:58Z,Positif,bang give way dong hp murah aja gpp buat ade ku cinta
YouTube,tdinya mau beli ga jdi lah,2023-10-01T15:41:17Z,Netral,tdinya mau beli ga jdi lah
YouTube,Bang cobak rifyou hp resmi note 13 pro 5g,2023-10-01T13:35:24Z,Netral,bang cobak rifyou hp resmi note pro g
YouTube,Kasih gw aja bang,2023-09-30T13:08:26Z,Netral,kasih gw aja bang
YouTube,Hati 2 beli barang2 murah dengan menawarkan yg bombastis .,2023-09-30T11:39:00Z,Positif,hati beli barang murah tawar yg bombastis
YouTube,kaya model hp Evercoss tablet🗿,2023-09-30T08:49:14Z,Netral,kaya model hp evercoss tablet
YouTube,Saya sebagai teknisi hp suka kasian kalo ada yg servis hp kw.... apalagi oppo vivo  yang kw / refurbish,2023-09-30T00:29:03Z,Netral,bagai teknisi hp suka kasi kalo yg servis hp kw oppo vivo kw refurbish
YouTube,Bang itu minum kopi atau air putih. Sampai miring gitu. Apa ga ketelen ampasnya😂,2023-09-29T16:18:05Z,Netral,bang minum kopi air putih miring gitu apa ga ketelen ampas
YouTube,Ngenes bgt cuy,2023-09-29T09:41:56Z,Netral,ngenes bgt cuy
YouTube,Bang rivew hp Oppo a58 aku masih penasaran karna mau beli juga😅,2023-09-28T14:38:17Z,Netral,bang rivew hp oppo a aku penasaran karna mau beli juga
YouTube,Bang kalau ada hape nganggur bagi donk,2023-09-28T12:03:54Z,Netral,bang kalau hape nganggur donk
YouTube,Bang Abang kalo beli HP di mana sih,2023-09-28T09:06:20Z,Netral,bang abang kalo beli hp mana sih
YouTube,"Trimakasih bang udah review untung aja lihat ini, hampir aja gw beli, sekali lagi trimakasih bang🙏👍👍",2023-09-27T22:21:11Z,Netral,trimakasih bang udah review untung aja lihat hampir aja gw beli sekali trimakasih bang
YouTube,"nyengsarain hidup tp bawa hoki bang,, 16jt view lo.... 😂",2023-09-27T19:28:37Z,Netral,nyengsarain hidup tp bawa hoki bang jt view lo
YouTube,"Njir gua kena korban, gua balikin lagi ke toko nya, untung bisa 😆",2023-09-27T16:45:15Z,Netral,njir gua kena korban gua balikin ke toko nya untung
YouTube,Bang coba dong vivo v29 yg terbaru itu lohhh.....,2023-09-27T13:37:35Z,Netral,bang coba dong vivo v yg baru lohhh
YouTube,Kita hanya harus waras.,2023-09-27T11:47:32Z,Netral,hanya waras
YouTube,16 jeti 🎉,2023-09-27T09:52:11Z,Netral,jet
YouTube,Beli dmna om,2023-09-27T05:16:19Z,Netral,beli dmna om
YouTube,Ternyata pala charger penyebab hp meledak. Thanks bang david. 5:26,2023-09-26T16:52:20Z,Netral,nyata pala charger sebab hp ledak thanks bang david
YouTube,maaf bang sambil ketawa ketawa aku nonton nya,2023-09-26T15:21:41Z,Netral,maaf bang ketawa ketawa aku nonton nya
YouTube,😂 wahh hp kw super gaes,2023-09-26T08:40:42Z,Netral,wahh hp kw super gaes
YouTube,Iya bang baru tahu bang harga miring tapi parah HP kw hancur,2023-09-26T05:45:50Z,Netral,iya bang baru tahu bang harga miring parah hp kw hancur
YouTube,Untukku saja,2023-09-26T03:02:29Z,Netral,untuk
YouTube,review laptop bang budget 5 juta,2023-09-25T22:48:21Z,Netral,review laptop bang budget juta
YouTube,Sangat merugikan hp2 yg kayak gn. Jgn smp ketipu,2023-09-25T14:16:56Z,Netral,sangat rugi hp yg kayak gn jgn smp tipu
YouTube,Bg..riview hp hp Oppo di tiktok... gua bingung kok harganya murah murah kali di spek besar gitu..plisss bg😭😭😭😭,2023-09-25T13:41:22Z,Positif,bgriview hp hp oppo tiktok gua bingung kok harga murah murah kali spek besar gituplisss bg
YouTube,Jir itu hp gua,2023-09-24T14:28:17Z,Netral,jir hp gua
YouTube,"kl Skdar Ingin Punya , yh Cukup Lah ..
tp Mengharapkan Lebih .. Jauh dr Harapan.

kdg kita terbuai harga dan Gambar ..",2023-09-24T08:02:28Z,Netral,kl skdar punya yh cukup lah tp harap lebih jauh dr harap kdg buai harga gambar
YouTube,bg minta hp dong bg,2023-09-24T06:06:12Z,Netral,bg minta hp dong bg
YouTube,Mending hp Mito om Dedy Corbuzier.. wkwkw,2023-09-24T04:30:56Z,Netral,mending hp mito om dedy corbuzier wkwkw
YouTube,Liat dalemnya kayak hp nokia zaman dulu gk si. Segala batre dn tmpt sim😂,2023-09-23T10:40:23Z,Netral,liat dalem kayak hp nokia zaman dulu gk si segala batre dn tmpt sim
YouTube,"coba review hp rekondisi bang david, dari brand oppa banyak tuh.. banyak dijual onlin mulai harga 800-900 contoh a57,a77s dkk",2023-09-23T03:11:13Z,Netral,coba review hp rekondisi bang david brand oppa banyak tuh banyak jual onlin mulai harga contoh aas dkk
YouTube,"Bang davit batre saya kembung,,, review batre yang cocok buat xiomi nor 8",2023-09-22T17:33:15Z,Netral,bang davit batre kembung review batre cocok buat xiomi nor
YouTube,Bang unboxin Redmi Note 13 Pro,2023-09-22T15:31:11Z,Netral,bang unboxin redmi note pro
YouTube,Sponsor kapal api bang 😄,2023-09-21T22:35:29Z,Netral,sponsor kapal api bang
YouTube,Yg viral Tik tok sekarang bang hp itel a60s,2023-09-21T18:02:38Z,Netral,yg viral tik tok sekarang bang hp itel as
YouTube,bikin hp aaah,2023-09-21T14:11:40Z,Netral,bikin hp aaah
YouTube,"Sebagai konsumen, ya kita yang harus sedikit cerdaslah. Gak mungkin ada hp 1 jutaan, RAM12GB, ROM512GB. GAK MUNGKIN!!!",2023-09-21T11:44:39Z,Netral,konsumen kita harus sedikit cerdas gak mungkin hp juta ramgb romgb gak mungkin
YouTube,kepala charger: bang udah bang 😔,2023-09-21T03:04:36Z,Netral,kepala charger bang udah bang
YouTube,hp baru tombolnya seperti udah 11tahun aja,2023-09-20T09:16:05Z,Netral,hp baru tombol udah tahun aja
YouTube,bang david utk beli hp dg buged 1 juta ...hp apa ya... cos hp istri lg rusak parah...tks,2023-09-20T05:19:58Z,Netral,bang david utk beli hp dg buged juta hp apa cos hp istri lg rusak parahtks
YouTube,Asal buang aja bg kepala charger nya😂,2023-09-20T03:19:21Z,Netral,asal buang aja bg kepala charger nya
YouTube,gua kerja di konter kuota pulsa. dan gua juga tau banyak hp dari pelanggan. kebanyakan hp mereka yg kayak gitu. alhasil lemot banget dan banyak yg rusak. mereka juga tanya bagaimana cara biar hp gak lemot. gua gak tau mau jawab gimana lagi. gua cuma jawab gak tau 😭😭😭,2023-09-20T02:53:17Z,Netral,gua kerja konter kuota pulsa gua tau banyak hp langgan banyak hp yg kayak gitu alhasil lot banget banyak yg rusak juga tanya bagaimana cara biar hp gak lot gua gak tau mau jawab gimana gua cuma jawab gak tau
YouTube,jaringan 5g berasa 2g sampe bang david nyerah 😭,2023-09-19T06:31:11Z,Netral,jaring g asa g sampe bang david nyerah
YouTube,"Lebih bijak kalo review hpnya udah bener2 dicoba dari semua segi fiturnya, jangan dlu disepelekan, seperti casan yg udh maen lempar ajh hanya karena énténg alias ringan,...kasih penjelasan yg benar2 terperinci dari sisi keunggulan dan kekurangannya, krn tidak semua orang bahkan sebagian besar masyarakat kita mampu beli hp dgn harga dan fitur 'highclass' seperti Anda, siapa tahu hp yg seperti itu lebih bermanfaat daripada hp2 highclass yg terlalu 'bribet' dgn banyaknya fitur2 yg membingungkan yg akhirnya malah tidak difungsikan sama sekali ...sekedar saran dan kritik ajh..",2023-09-19T05:23:32Z,Netral,lebih bijak kalo review hpnya udah bener coba semua segi fiturnya jangan dlu sepele cas yg udh maen lempar ajh karena nt ng alias ringankasih jelas yg benar perinci sisi unggul kurang krn semua orang bahkan bagi besar masyarakat mampu beli hp dgn harga fitur highclass anda siapa tahu hp yg itu lebih manfaat hp highclass yg terlalu bribet dgn banyak fitur yg bingung yg akhir malah fungsi sama sekali dar saran kritik ajh
YouTube,Sony ericson terbaru,2023-09-19T04:34:30Z,Netral,sony ericson baru
YouTube,Gara gara rajin lihat review bang david gua setiap hari ngopi kapal api,2023-09-18T17:06:57Z,Netral,gara gara rajin lihat review bang david gua hari ngopi kapal api
YouTube,Sini bang kasih gue itu hp lumayan buat ank gue,2023-09-17T14:59:49Z,Netral,sini bang kasih gue hp lumayan buat ank gue
YouTube,"if it's too good to be true, then IT IS too good to be true",2023-09-17T10:42:13Z,Netral,if its too good to be true then it is too good to be true
YouTube,Bagus banget hpnya. Bagus buat nguji kesabaran,2023-09-17T03:52:04Z,Positif,bagus banget hpnya bagus buat nguji sabar
YouTube,Kapal api andalnq 👍💪,2023-09-16T16:45:09Z,Netral,kapal api andalnq
YouTube,Kapal api andalnq 👍💪,2023-09-16T16:44:56Z,Netral,kapal api andalnq
YouTube,"Itu sih masih termasuk mahal .. Yg murah itu 200 ribu dapet hp Ram16GB/1TB 😁pasti di shoope entah merk nya apa , biasanya ada nama note notenya",2023-09-16T13:47:46Z,Positif,sih masuk mahal yg murah ribu dapet hp ramgbtb pasti shoope entah merk nya apa biasa nama note notenya
YouTube,🎉fujhhv,2023-09-16T00:16:11Z,Netral,fujhhv
YouTube,16:06 tampilan kek jelly bean bang wkwkwk,2023-09-15T08:22:07Z,Netral,tampil kek jelly bean bang wkwkwk
YouTube,"Bpk gw beli sama kek itu katanya lagi diskon di marketplace oren ,, dan skrg hp nya udh dtaruh di lemari aja soalny gk bisa dipakai sentuh nya persis hp cina jaman purba kudu pakai kuku",2023-09-15T05:44:27Z,Netral,bpk gw beli sama kek kata diskon marketplace oren skrg hp nya udh dtaruh lemari aja soalny gk pakai sentuh nya persis hp cina jaman purba kudu pakai kuku
YouTube,bang saya beli hpnya itu... 🙏,2023-09-15T03:09:32Z,Netral,bang beli hpnya
YouTube,Bang Beli hp di toko apa bukan b\ran kw,2023-09-15T02:51:00Z,Netral,bang beli hp toko apa bukan bran kw
YouTube,"Bg lu udah banyak riview hp..bagi 1 hp napa bg..yg murah"" jadi laa😂",2023-09-14T15:57:33Z,Positif,bg lu udah banyak riview hpbagi hp napa bgyg murah jadi laa
YouTube,Ini review HP apa Komedi bang? 😅 ngakak teros dari awal,2023-09-14T14:36:07Z,Netral,review hp apa komedi bang ngakak ros awal
YouTube,Kapan ya konten gw rame kek bg dapit,2023-09-14T10:14:49Z,Netral,kapan konten gw rame kek bg dapit
YouTube,Rom berapa itu kk❤,2023-09-13T16:26:36Z,Netral,rom berapa kk
YouTube,Gadgetkeun bang,2023-09-13T16:07:11Z,Netral,gadgetkeun bang
YouTube,Kak beli dimana,2023-09-13T07:53:56Z,Netral,kak beli
YouTube,mantap...,2023-09-12T11:01:33Z,Positif,mantap
YouTube,Kacau Parah Kasian Yg Nabung Lama Dpt HP Nya Seperti Itu Bg.,2023-09-12T09:37:40Z,Netral,kacau parah kasi yg nabung lama dpt hp nya itu bg
YouTube,Aku pernah jadi korban 🤣🤣,2023-09-11T15:12:58Z,Netral,aku pernah jadi korban
YouTube,Serem yah distributor Dari Market Online Laza Sophe skrang ke tiktok jadi makin banyak yg kena Tipu 😢😢😢.  Kasian sama yg udah beli   makasih bang udah di revew,2023-09-11T08:56:03Z,Netral,rem yah distributor market online laza sophe skrang tiktok jadi makin banyak yg kena tipu kasi sama yg udah beli makasih bang udah revew
YouTube,"fix,trims pak bos Dapit ats infonya🙏",2023-09-11T08:49:48Z,Netral,fixtrims pak bos dapit ats info
YouTube,Bisa di kredit ga mas,2023-09-11T01:54:08Z,Netral,di kredit ga mas
YouTube,Next siksa maen mobile legenda,2023-09-10T13:46:10Z,Netral,next siksa maen mobile legenda
YouTube,"Bagi,bagi dong bang hp yg nggk kepake nyaa",2023-09-10T12:56:16Z,Netral,bagibagi dong bang hp yg nggk kepake nyaa
YouTube,Sekarang cuma punya duit 1jt an mending beli itel ❤❤,2023-09-10T06:53:36Z,Netral,sekarang cuma punya duit jt an mending beli itel
YouTube,AQ punya hp merk welcom ram12 GB Rom 512gb tapi pas aq masukin kartu jaringan internet ny ga nyambung ...ga tau salah ny dimana yg jls minta akun google Uda aku masukin akun ny tetap ga bisa nyambung ke internet ...pake wifi lancar ...baru 1 bulan aku beli,2023-09-09T21:00:36Z,Netral,aq punya hp merk welcom ram gb rom gb pas aq masukin kartu jaring internet ny ga nyambung ga tau salah ny yg jls minta akun google uda aku masukin akun ny tetap ga nyambung internet pake wifi lancar baru bulan aku beli
YouTube,Aku malah ketipu beli tab,2023-09-09T06:24:34Z,Netral,aku malah tipu beli tab
YouTube,Bang coba beli hp iPhone yang bintang nya lima semua di shopee yang harga nya 500ribu bang,2023-09-09T06:13:15Z,Netral,bang coba beli hp iphone bintang nya lima semua shopee harga nya ribu bang
YouTube,lebih baik realme c53 sih keren,2023-09-09T05:30:48Z,Positif,lebih baik realme c sih keren
YouTube,Bang Riview spek Oppo A 98 5g,2023-09-08T11:19:11Z,Netral,bang riview spek oppo a g
YouTube,Mending buat saya aja ka,2023-09-08T09:13:55Z,Netral,mending buat aja ka
YouTube,"jujur ny kebangetan smpe ad yg d buang"" segala n gw sukaaaa😂😂mnanda kn klo brang ini memng bner"" gk layak buat d beli😂🤣👍🏼👍🏼",2023-09-07T19:57:09Z,Netral,jujur ny banget smpe ad yg d buang segala n gw sukaaaa mnanda kn klo brang memng bner gk layak buat d beli
YouTube,"Sempet2nya promosi, jarang2 loh abang ini promosi 😂",2023-09-07T15:56:53Z,Netral,sempetnya promosi jarang loh abang promosi
YouTube,Beli hp online kalau  harga murah dgn spec tinggi  banyak yang kena prank.,2023-09-07T09:04:39Z,Positif,beli hp online kalau harga murah dgn spec tinggi banyak kena prank
YouTube,Komen mencari,2023-09-06T15:58:26Z,Netral,komen cari
YouTube,Bg minta hp Hp saya Xiomi 4x jadul🙏🙏,2023-09-06T05:05:14Z,Netral,bg minta hp hp xiomi x jadul
YouTube,"bang mending pilih hp readmi note 10 pro Snapdragon 732 ram 8 atau Samsung A14 mediatek 700 buat maen game sekelas codm biar lancar,ram nya 6",2023-09-05T23:06:03Z,Netral,bang mending pilih hp readmi note pro snapdragon ram samsung a mediatek buat maen game kelas codm biar lancarram nya
YouTube,Ingat perkara ini aja ga ada barang yang percuma di dunia ini . Dan mau hasil bagus dibelakangnya harus punya usaha. Akhir sekali sih Barang Mahal Pasti ada kualitasnya masa iya barang mahal kualiti jelek kan itu semua kehitung kalau gamau penjualnya rugi.,2023-09-05T21:12:11Z,Positif,ingat perkara aja ga barang percuma dunia mau hasil bagus belakang punya usaha akhir sekali sih barang mahal ada kualitas masa iya barang mahal alit jelek kan semua hitung kalau gamau jual rugi
YouTube,Bang david spil hp untuk live tiktok yg awet baterai dan camera nya bagus bang,2023-09-05T15:22:18Z,Positif,bang david spil hp live tiktok yg awet baterai camera nya bagus bang
YouTube,"Bang davidku tersayang,  bang info in harga  dibawah  1.5 jt dong  tapi Ram nya 8GB yang penting juga  battery gak gampang Low",2023-09-04T16:09:28Z,Netral,bang davidku sayang bang info in harga bawah jt dong ram nya gb penting battery gak gampang low
YouTube,pas saya ketik d shop3 . ngetik apa yg muncul hp ginian kirain diskon pas d baca eh hp bodongan,2023-09-04T14:13:09Z,Netral,pas ketik d shop ngetik apa yg muncul hp ginian kirain diskon pas d baca eh hp bodong
YouTube,Yang sopan dan,2023-09-04T02:59:57Z,Netral,sopan
YouTube,Haha kcw y,2023-09-03T22:43:48Z,Netral,haha kcw y
YouTube,"untung gw kalo beli nanggung2 soal nya takut hp spek jelek awokawok, jadi kalo dah kekumpul 1 juta : kumpulin ampe 1.5 juta aja kali ya, ampe 2 juta aja kali ya, seterusnya 😅",2023-09-03T21:14:54Z,Negatif,untung gw kalo beli nanggung soal nya takut hp spek jelek awokawok jadi kalo dah kumpul juta kumpulin ampe juta aja kali ampe juta aja kali terus
YouTube,Iya sih 1juta tapi 1juta us dolar,2023-09-02T08:14:00Z,Netral,iya sih juta juta us dolar
YouTube,Apakah rill ?,2023-09-02T01:07:59Z,Netral,rill
YouTube,"Wk ..wk...si abangnya emosi yg ngereview😅😅😅.... Lebih kaya kasian kali ya sama yg dsh pada beli, sampe diingetin mending ga usah dipake buat keamanan",2023-08-31T16:48:34Z,Netral,wk wksi abang emosi yg ngereview lebih kaya kasi kali sama yg dsh beli sampe diingetin mending ga usah dipake buat aman
YouTube,Hp HDC,2023-08-31T11:21:16Z,Netral,hp hdc
YouTube,"Kopinya bos enak to,,gula aren lgi😮😮😮😮",2023-08-31T09:53:41Z,Netral,kopi bos enak togula aren lgi
YouTube,"Bang David Mohon Masukannya, HP Untuk OJOL yang Bagus Apa Ya, Terutama MAPS GPS Kuat. Mohon Informasinya Terimakasih",2023-08-30T02:00:29Z,Positif,bang david mohon masuk hp ojol bagus apa utama maps gps kuat mohon informasi terimakasih
YouTube,"Bang maaf kalo boleh hp nya buat saya aja, soalnya saya lagi butuh bgt. Hp saya yg lama gasengaja kena pipis bayik. Layarnya jd gajelas. Kurang nyaman di pakenya. Boleh gak bang, hp nya biar bermanfaat buat saya? Mau beli gapunya uang",2023-08-29T03:24:46Z,Netral,bang maaf kalo hp nya buat aja soal lagi butuh bgt hp yg lama gasengaja kena pipis bayik layar jd gajelas kurang nyaman pakenya gak bang hp nya biar manfaat buat mau beli gapunya uang
YouTube,"HP sejutaan, yg bagus apa ya bang😁😁",2023-08-29T02:21:10Z,Positif,hp juta yg bagus apa bang
YouTube,"Aku pernah di tipu beli hp murah ,yg datang sendal jepit cardinal",2023-08-28T22:16:45Z,Positif,aku pernah tipu beli hp murah yg datang sendal jepit cardinal
YouTube,Bang kasih ke saya hp abal2 nya...😢,2023-08-28T16:48:29Z,Netral,bang kasih saya hp abal nya
YouTube,Cara beli hp second gimana bang,2023-08-28T14:21:25Z,Netral,cara beli hp second gimana bang
YouTube,hp 1 jt an yo jangan dibandingkan dg yg 2 jt an  bang jauh dan gak usah terlalu di jelek2 in kupas aja speknya,2023-08-28T02:06:25Z,Negatif,hp jt an yo jangan banding dg yg jt an bang jauh gak usah terlalu jelek in kupas aja speknya
YouTube,hp 1 jt an yo jangan dibandingkan dg yg 2 jt an  bang jauh dan gak usah terlalu di jelek2 in kupas aja speknya,2023-08-28T02:05:53Z,Negatif,hp jt an yo jangan banding dg yg jt an bang jauh gak usah terlalu jelek in kupas aja speknya
YouTube,U,2023-08-27T16:48:42Z,Netral,u
YouTube,Review hp murah yg berkualitas bang,2023-08-27T12:24:44Z,Positif,review hp murah yg kualitas bang
YouTube,Bener makasih bang atas infonya,2023-08-27T12:05:38Z,Netral,bener makasih bang atas info
YouTube,"Ka minta hp bekas nya dong,, buat narik ojek online.. terima kasih kak",2023-08-27T11:14:38Z,Netral,ka minta hp bekas nya dong buat narik ojek online terima kasih kak
YouTube,"Bang ada info gak, soal poco f5 pro beneran gk masuk indonesia atau nanti bakalan masuk?",2023-08-27T07:23:07Z,Netral,bang info gak soal poco f pro beneran gk masuk indonesia nanti bakal masuk
YouTube,parah...bingit Bang itu hp,2023-08-27T02:30:06Z,Netral,parahbingit bang hp
YouTube,Bang Bahas Camon 20 primere,2023-08-27T00:38:30Z,Netral,bang bahas camon primere
YouTube,Dan sekarang gw masih heran knp msih bnyk orng yg beli ni hp kocak,2023-08-26T23:15:58Z,Netral,sekarang gw heran knp msih bnyk orng yg beli ni hp kocak
YouTube,bang coba review hp 2020 paling best rate 4-5jt an dong🙏🏻,2023-08-26T11:08:20Z,Netral,bang coba review hp paling best rate jt an dong
YouTube,"Aahh, aku sudah kena tipu hp note ini, kayaknya bagus banget, ternyata zonk 😅 batre masih buka pasang, terus udah 5G tapi pas di isi kuota, malah gak bisa di pake, sinyal internet gak ada sama sekali 😵‍💫 jadi hati-hati gaes",2023-08-26T09:47:12Z,Positif,aahh aku kena tipu hp note kayak bagus banget nyata zonk batre buka pasang terus udah g pas isi kuota malah gak di pake sinyal internet gak sama sekali jadi hatihati gaes
YouTube,Mantan mas tolong kasi tau cara milih ang resmi untuk orang awam tua pisan,2023-08-25T14:16:04Z,Netral,mantan mas kasi tau cara milih ang resmi orang awam tua pis
YouTube,yang kyak gitu gatau kenapa waktu buka olshop pas browsing hp pasti ditaroh di atas,2023-08-25T12:24:39Z,Netral,kyak gitu gatau waktu buka olshop pas browsing hp ditaroh atas
YouTube,Apah iyah,2023-08-25T10:36:34Z,Netral,apah iyah
YouTube,Terimakasih bang imfonya...sukses selalu..,2023-08-25T07:16:14Z,Netral,terimakasih bang imfonyasukses selalu
YouTube,"Suka takut kalo beli online, takutnya udah di bayar eh barangnya nggak datang datang",2023-08-25T04:06:44Z,Netral,suka takut kalo beli online takut udah bayar eh barang datang datang
YouTube,Abng kamu alumni sma xaverisu 1,2023-08-24T13:28:16Z,Netral,abng kamu alumni sma xaverisu
YouTube,Bang coba review action cam yg murah tapi bagus,2023-08-24T10:14:04Z,Positif,bang coba review action cam yg murah bagus
YouTube,Saya udah ngerasain susahny gimana bang😅,2023-08-24T03:42:47Z,Netral,udah ngerasain susahny gimana bang
YouTube,Bang review hp sharp aquos R7 dong kameranya keknya bagus desain beda,2023-08-23T17:11:20Z,Positif,bang review hp sharp aquos r dong kamera kek bagus desain beda
YouTube,Keren david kalo ngereview detail😂,2023-08-23T16:39:26Z,Positif,keren david kalo ngereview detail
YouTube,Hebat banget hp.nya. .bisa bikin bang david uji kesabaran...,2023-08-23T14:20:12Z,Netral,hebat banget hpnya bikin bang david uji sabar
YouTube,Gausah bagus bagus penting punya hp,2023-08-23T06:21:38Z,Positif,gausah bagus bagus penting punya hp
YouTube,Hp jelek,2023-08-23T06:21:12Z,Negatif,hp jelek
YouTube,infoi xiomi,2023-08-22T14:51:49Z,Netral,info xiomi
YouTube,Bang David punya hp berapa ya😅?,2023-08-22T06:42:20Z,Netral,bang david punya hp berapa ya
YouTube,Ini mantap si,2023-08-22T06:25:10Z,Positif,mantap si
YouTube,Bang review hotwav cyber 13 pro,2023-08-22T04:49:54Z,Netral,bang review hotwav cyber pro
YouTube,"masih ada aja sih yang ketipu dengan harga murah, ya udah jelas pasti tipu2...",2023-08-22T01:30:26Z,Positif,ada aja sih tipu harga murah udah jelas tipu
YouTube,Hp yg investasinya dari partai² yg ono. Buat dana pemilu.,2023-08-21T17:46:00Z,Netral,hp yg investasi partai yg ono buat dana milu
YouTube,gw malah iseng nyari motor 🗿🗿,2023-08-20T19:06:16Z,Netral,gw malah iseng nyari motor
YouTube,gw gakk pernah percaya sih kayak gitu 😂,2023-08-20T18:54:47Z,Netral,gw gakk pernah percaya sih kayak gitu
YouTube,Thanks bang dah mengobati rasa penasaran gw selama ini 😅😅😅,2023-08-20T16:35:05Z,Netral,thanks bang dah obat rasa penasaran gw lama
YouTube,"Bang , tolong biikinin rekomen laptop untuk editing video dengan harga dibawah 10jt.. jangan HP terus 😂.. sekali kali laptop bang.. kami jg butuh rekomen laptop😂😂😂",2023-08-20T12:11:53Z,Netral,bang biikinin rekomen laptop editing video harga bawah jt jangan hp terus sekali kali laptop bang jg butuh rekomen laptop
YouTube,Mendingan beli HP secend aja,2023-08-20T07:32:18Z,Netral,mending beli hp secend aja
